game_id,game_pk,game_date,season,game_type,status,home_team,away_team,home_score,away_score,venue_name,weather_condition,weather_temp,wind,attendance,game_duration_minutes,home_at_bats,home_runs,home_hits,home_doubles,home_triples,home_home_runs,home_rbi,home_walks,home_strikeouts,home_stolen_bases,away_at_bats,away_runs,away_hits,away_doubles,away_triples,away_home_runs,away_rbi,away_walks,away_strikeouts,away_stolen_bases,home_innings_pitched,home_hits_allowed,home_runs_allowed,home_earned_runs,home_pitching_walks,home_pitching_strikeouts,home_home_runs_allowed,away_innings_pitched,away_hits_allowed,away_runs_allowed,away_earned_runs,away_pitching_walks,away_pitching_strikeouts,away_home_runs_allowed
6241,634615,2021-04-01,2021,R,Final,Colorado Rockies,Los Angeles Dodgers,8,5,Coors Field,,,,,,35,8,11,1,1,0,5,3,4,2,36,5,15,3,1,0,5,8,6,0,9.0,15,5,5,8,6,0,6.6000000000000005,11,8,7,3,4,0
6242,634618,2021-04-01,2021,R,Final,San Diego Padres,Arizona Diamondbacks,8,7,Petco Park,,,,,,32,8,10,1,1,2,8,5,10,0,40,7,12,3,0,4,7,1,12,0,8.3,12,7,4,1,12,4,7.3,10,8,8,5,10,2
6240,634622,2021-04-01,2021,R,Final,Philadelphia Phillies,Atlanta Braves,3,2,Citizens Bank Park,,,,,,36,3,9,2,0,0,3,4,13,1,37,2,7,2,0,1,2,2,10,0,9.3,7,2,2,2,10,1,9.2,9,3,2,4,13,0
6248,634625,2021-04-01,2021,R,Final,Seattle Mariners,San Francisco Giants,8,7,T-Mobile Park,,,,,,32,8,5,3,0,0,7,9,9,0,39,7,10,3,0,4,6,4,7,0,10.0,10,7,6,4,7,4,7.6000000000000005,5,8,6,9,9,0
6244,634630,2021-04-01,2021,R,Final,Kansas City Royals,Texas Rangers,14,10,Kauffman Stadium,,,,,,38,14,15,0,0,3,13,8,8,0,40,10,15,3,0,0,9,9,16,1,6.9,15,10,9,9,16,0,7.3,15,14,14,8,8,3
6239,634634,2021-04-01,2021,R,Final,Chicago Cubs,Pittsburgh Pirates,3,5,Wrigley Field,,,,,,26,3,2,2,0,0,3,4,13,1,35,5,9,2,0,1,5,11,10,3,6.9,9,5,5,11,10,1,9.0,2,3,2,4,13,0
6243,634636,2021-04-01,2021,R,Final,Cincinnati Reds,St. Louis Cardinals,6,11,Great American Ball Park,,,,,,34,6,10,3,0,2,5,5,8,0,37,11,10,2,0,2,9,3,7,0,8.3,10,11,9,3,7,2,8.299999999999999,10,6,6,5,8,2
6238,634638,2021-04-01,2021,R,Final,Milwaukee Brewers,Minnesota Twins,6,5,American Family Field,,,,,,40,6,11,1,0,0,6,2,9,0,39,5,10,2,1,1,4,7,17,1,10.0,10,5,5,7,17,1,8.299999999999999,11,6,1,2,9,0
6247,634640,2021-04-01,2021,R,Final,Athletics,Houston Astros,1,8,Oakland Coliseum,,,,,,30,1,6,2,0,0,1,3,10,1,33,8,9,3,0,2,7,6,5,0,7.6,9,8,8,6,5,2,8.3,6,1,0,3,10,0
6236,634642,2021-04-01,2021,R,Final,New York Yankees,Toronto Blue Jays,2,3,Yankee Stadium,,,,,,35,2,6,0,0,1,2,6,13,2,36,3,8,1,0,1,3,2,13,0,9.299999999999999,8,3,2,2,13,1,9.299999999999999,6,2,2,6,13,1
6237,634645,2021-04-01,2021,R,Final,Detroit Tigers,Cleveland Guardians,3,2,Comerica Park,,,,,,30,3,5,1,0,1,3,5,14,1,32,2,6,1,0,1,2,6,5,0,8.3,6,2,2,6,5,1,8.0,5,3,3,5,14,1
6245,634652,2021-04-01,2021,R,Final,Miami Marlins,Tampa Bay Rays,0,1,loanDepot park,,,,,,30,0,3,0,0,0,0,1,9,1,32,1,5,1,0,1,1,3,12,0,8.3,5,1,1,3,12,1,9.0,3,0,0,1,9,0
6246,634655,2021-04-01,2021,R,Final,Los Angeles Angels,Chicago White Sox,4,3,Angel Stadium,,,,,,30,4,6,0,0,1,4,4,10,0,33,3,7,2,0,1,2,2,10,1,9.0,7,3,3,2,10,1,6.6,6,4,2,4,10,1
6256,634576,2021-04-02,2021,R,Final,San Diego Padres,Arizona Diamondbacks,4,2,Petco Park,,,,,,28,4,9,3,0,1,4,7,8,0,36,2,8,1,0,1,2,2,12,1,8.3,8,2,2,2,12,1,8.0,9,4,4,7,8,1
6257,634578,2021-04-02,2021,R,Final,Seattle Mariners,San Francisco Giants,3,6,T-Mobile Park,,,,,,31,3,6,3,0,0,3,4,12,0,35,6,8,1,0,2,6,4,13,1,8.3,8,6,6,4,13,2,8.3,6,3,3,4,12,0
6252,634602,2021-04-02,2021,R,Final,Miami Marlins,Tampa Bay Rays,4,6,loanDepot park,,,,,,36,4,10,2,1,0,3,3,7,1,32,6,8,0,1,3,6,3,7,0,9.0,8,6,6,3,7,3,7.6000000000000005,10,4,4,3,7,0
6255,634605,2021-04-02,2021,R,Final,Athletics,Houston Astros,5,9,Oakland Coliseum,,,,,,33,5,8,1,1,1,5,3,7,0,40,9,14,4,0,2,8,5,11,0,8.3,14,9,8,5,11,2,7.6000000000000005,8,5,5,3,7,1
6251,634627,2021-04-02,2021,R,Final,Boston Red Sox,Baltimore Orioles,0,3,Fenway Park,,,,,,29,0,2,1,0,0,0,2,8,0,34,3,9,2,0,0,3,2,7,0,7.6,9,3,2,2,7,0,9.0,2,0,0,2,8,0
6254,634631,2021-04-02,2021,R,Final,Los Angeles Angels,Chicago White Sox,8,12,Angel Stadium,,,,,,35,8,8,1,1,2,6,5,12,0,40,12,13,2,0,2,12,5,11,0,7.6,13,12,12,5,11,2,8.3,8,8,6,5,12,2
6253,634653,2021-04-02,2021,R,Final,Colorado Rockies,Los Angeles Dodgers,6,11,Coors Field,,,,,,35,6,8,0,0,4,6,2,13,0,41,11,16,5,2,0,11,2,7,0,7.6000000000000005,16,11,11,2,7,0,8.299999999999999,8,6,6,2,13,4
6260,634573,2021-04-03,2021,R,Final,Detroit Tigers,Cleveland Guardians,5,2,Comerica Park,,,,,,32,5,10,1,1,0,5,5,6,0,31,2,7,1,0,1,2,4,6,0,8.3,7,2,2,4,6,1,7.3,10,5,5,5,6,0
6267,634575,2021-04-03,2021,R,Final,Milwaukee Brewers,Minnesota Twins,0,2,American Family Field,,,,,,28,0,1,0,0,0,0,1,17,0,31,2,4,0,0,1,2,0,13,0,8.299999999999999,4,2,2,0,13,1,9.0,1,0,0,1,17,0
6259,634577,2021-04-03,2021,R,Final,Boston Red Sox,Baltimore Orioles,2,4,Fenway Park,,,,,,33,2,7,1,0,0,2,2,8,1,34,4,8,1,0,0,4,1,11,0,9.0,8,4,3,1,11,0,8.3,7,2,2,2,8,0
6263,634580,2021-04-03,2021,R,Final,Philadelphia Phillies,Atlanta Braves,4,0,Citizens Bank Park,,,,,,30,4,8,3,0,0,4,4,10,0,28,0,1,0,0,0,0,0,14,0,9.0,1,0,0,0,14,0,7.3,8,4,4,4,10,0
6266,634596,2021-04-03,2021,R,Final,Miami Marlins,Tampa Bay Rays,12,7,loanDepot park,,,,,,35,12,14,4,1,2,11,5,10,4,35,7,9,2,0,1,6,1,6,0,8.3,9,7,6,1,6,1,7.3,14,12,11,5,10,2
6261,634604,2021-04-03,2021,R,Final,Kansas City Royals,Texas Rangers,11,4,Kauffman Stadium,,,,,,35,11,12,5,1,2,11,4,4,0,32,4,6,1,0,1,4,3,10,0,8.3,6,4,4,3,10,1,8.0,12,11,8,4,4,2
6269,634623,2021-04-03,2021,R,Final,San Diego Padres,Arizona Diamondbacks,7,0,Petco Park,,,,,,35,7,10,3,0,1,7,6,8,0,30,0,4,0,0,0,0,0,11,0,9.0,4,0,0,0,11,0,8.0,10,7,5,6,8,1
6264,634629,2021-04-03,2021,R,Final,Athletics,Houston Astros,1,9,Oakland Coliseum,,,,,,29,1,3,0,0,0,1,5,11,0,38,9,13,3,0,1,8,2,6,0,8.3,13,9,9,2,6,1,8.3,3,1,1,5,11,0
6268,634633,2021-04-03,2021,R,Final,Colorado Rockies,Los Angeles Dodgers,5,6,Coors Field,,,,,,34,5,7,4,0,2,5,3,6,0,39,6,12,3,1,1,6,4,14,1,9.0,12,6,6,4,14,1,8.3,7,5,5,3,6,2
6271,634639,2021-04-03,2021,R,Final,Seattle Mariners,San Francisco Giants,4,0,T-Mobile Park,,,,,,31,4,8,4,0,2,4,3,8,1,32,0,6,1,0,0,0,2,12,0,8.3,6,0,0,2,12,0,7.3,8,4,4,3,8,2
6262,634643,2021-04-03,2021,R,Final,Chicago Cubs,Pittsburgh Pirates,5,1,Wrigley Field,,,,,,31,5,7,0,0,2,5,4,12,2,32,1,6,0,1,0,1,1,12,0,9.0,6,1,1,1,12,0,7.3,7,5,5,4,12,2
6258,634644,2021-04-03,2021,R,Final,New York Yankees,Toronto Blue Jays,5,3,Yankee Stadium,,,,,,35,5,11,1,0,1,5,6,10,0,33,3,8,0,0,1,2,3,11,2,8.3,8,3,2,3,11,1,6.6000000000000005,11,5,5,6,10,1
6270,634646,2021-04-03,2021,R,Final,Los Angeles Angels,Chicago White Sox,5,3,Angel Stadium,,,,,,33,5,9,0,1,1,4,2,11,1,35,3,9,1,0,1,3,3,10,0,8.3,9,3,3,3,10,1,7.300000000000001,9,5,3,2,11,1
6265,634654,2021-04-03,2021,R,Final,Cincinnati Reds,St. Louis Cardinals,9,6,Great American Ball Park,,,,,,35,9,12,1,0,2,8,3,8,0,34,6,7,0,0,3,5,5,13,0,7.6,7,6,5,5,13,3,7.300000000000001,12,9,9,3,8,2
6281,634557,2021-04-04,2021,R,Final,Colorado Rockies,Los Angeles Dodgers,2,4,Coors Field,,,,,,31,2,4,2,0,0,2,2,10,0,27,4,4,1,0,1,3,9,8,0,9.0,4,4,2,9,8,1,9.0,4,2,2,2,10,0
6277,634560,2021-04-04,2021,R,Final,Cincinnati Reds,St. Louis Cardinals,12,1,Great American Ball Park,,,,,,34,12,9,1,1,2,11,5,5,0,30,1,5,2,0,0,1,2,9,0,8.3,5,1,1,2,9,0,7.3,9,12,12,5,5,2
6283,634572,2021-04-04,2021,R,Final,San Diego Padres,Arizona Diamondbacks,1,3,Petco Park,,,,,,32,1,6,1,0,1,1,5,7,1,32,3,6,1,1,0,2,6,8,0,9.0,6,3,2,6,8,0,7.6,6,1,1,5,7,1
6278,634593,2021-04-04,2021,R,Final,Kansas City Royals,Texas Rangers,3,7,Kauffman Stadium,,,,,,36,3,8,2,0,1,3,0,14,1,33,7,8,1,0,2,7,4,9,2,8.3,8,7,6,4,9,2,8.3,8,3,3,0,14,1
6279,634597,2021-04-04,2021,R,Final,Milwaukee Brewers,Minnesota Twins,2,8,American Family Field,,,,,,32,2,5,1,0,1,2,3,10,0,35,8,11,3,0,2,8,5,7,1,9.0,11,8,7,5,7,2,9.0,5,2,1,3,10,1
6274,634607,2021-04-04,2021,R,Final,New York Yankees,Toronto Blue Jays,1,3,Yankee Stadium,,,,,,31,1,5,2,0,0,1,2,6,0,33,3,5,1,0,2,3,2,5,0,9.0,5,3,3,2,5,2,8.3,5,1,1,2,6,0
6275,634610,2021-04-04,2021,R,Final,Boston Red Sox,Baltimore Orioles,3,11,Fenway Park,,,,,,32,3,6,2,0,1,3,2,8,0,44,11,17,6,0,0,10,8,15,0,8.3,17,11,11,8,15,0,9.0,6,3,3,2,8,1
6276,634611,2021-04-04,2021,R,Final,Detroit Tigers,Cleveland Guardians,3,9,Comerica Park,,,,,,27,3,2,0,0,2,3,3,9,0,36,9,10,3,0,3,9,3,6,1,8.299999999999999,10,9,9,3,6,3,9.0,2,3,3,3,9,2
6280,634613,2021-04-04,2021,R,Final,Chicago Cubs,Pittsburgh Pirates,4,3,Wrigley Field,,,,,,27,4,3,1,0,1,4,7,7,1,32,3,7,1,0,1,3,4,7,0,7.6000000000000005,7,3,3,4,7,1,7.3,3,4,4,7,7,1
6273,634617,2021-04-04,2021,R,Final,Philadelphia Phillies,Atlanta Braves,2,1,Citizens Bank Park,,,,,,30,2,8,0,0,1,2,3,13,1,29,1,4,1,0,1,1,3,11,0,9.0,4,1,1,3,11,1,7.3,8,2,2,3,13,1
6284,634637,2021-04-04,2021,R,Final,Los Angeles Angels,Chicago White Sox,7,4,Angel Stadium,,,,,,33,7,10,0,0,3,7,5,5,0,33,4,5,0,0,0,0,6,12,2,7.6000000000000005,5,4,1,6,12,0,7.4,10,7,7,5,5,3
6282,634651,2021-04-04,2021,R,Final,Athletics,Houston Astros,2,9,Oakland Coliseum,,,,,,31,2,4,2,1,0,2,2,9,0,36,9,11,2,0,3,9,4,5,0,7.6000000000000005,11,9,8,4,5,3,8.3,4,2,2,2,9,0
6298,634551,2021-04-05,2021,R,Final,Seattle Mariners,Chicago White Sox,0,6,T-Mobile Park,,,,,,30,0,3,2,0,0,0,4,15,1,37,6,10,1,0,1,5,4,8,0,9.0,10,6,4,4,8,1,9.0,3,0,0,4,15,0
6295,634552,2021-04-05,2021,R,Final,Los Angeles Angels,Houston Astros,7,6,Angel Stadium,,,,,,34,7,10,0,0,1,7,5,3,0,39,6,11,1,0,1,5,5,9,0,7.6000000000000005,11,6,6,5,9,1,7.3,10,7,6,5,3,1
6290,634558,2021-04-05,2021,R,Final,Cincinnati Reds,Pittsburgh Pirates,5,3,Great American Ball Park,,,,,,33,5,8,2,0,2,5,5,13,0,32,3,5,0,0,3,3,3,15,0,9.0,5,3,3,3,15,3,8.0,8,5,5,5,13,2
6291,634562,2021-04-05,2021,R,Final,Miami Marlins,St. Louis Cardinals,1,4,loanDepot park,,,,,,31,1,5,1,0,0,1,1,6,0,31,4,5,1,0,1,3,4,14,0,9.0,5,4,3,4,14,1,9.0,5,1,1,1,6,0
6294,634566,2021-04-05,2021,R,Final,Chicago Cubs,Milwaukee Brewers,5,3,Wrigley Field,,,,,,27,5,5,1,1,3,5,3,6,1,30,3,4,0,0,1,3,2,12,0,8.3,4,3,3,2,12,1,7.3,5,5,5,3,6,3
6289,634587,2021-04-05,2021,R,Final,New York Yankees,Baltimore Orioles,7,0,Yankee Stadium,,,,,,31,7,7,0,0,2,7,7,10,0,31,0,4,0,0,0,0,2,13,1,9.0,4,0,0,2,13,0,6.6000000000000005,7,7,7,7,10,2
6286,634588,2021-04-05,2021,R,Final,Detroit Tigers,Minnesota Twins,6,15,Comerica Park,,,,,,36,6,8,1,0,3,6,1,6,1,40,15,14,5,0,2,14,11,13,0,8.3,14,15,14,11,13,2,9.0,8,6,6,1,6,3
6297,634591,2021-04-05,2021,R,Final,San Diego Padres,San Francisco Giants,2,3,Petco Park,,,,,,35,2,8,0,1,0,2,4,6,1,35,3,9,0,0,3,3,2,8,1,8.3,9,3,3,2,8,3,8.3,8,2,2,4,6,0
6296,634600,2021-04-05,2021,R,Final,Athletics,Los Angeles Dodgers,3,10,Oakland Coliseum,,,,,,34,3,6,0,0,1,3,4,8,0,41,10,14,2,0,2,9,8,10,0,7.6000000000000005,14,10,10,8,10,2,9.0,6,3,3,4,8,1
6293,634601,2021-04-05,2021,R,Final,Boston Red Sox,Tampa Bay Rays,11,2,Fenway Park,,,,,,36,11,16,4,0,1,10,3,8,0,32,2,7,1,0,0,2,6,8,0,8.3,7,2,2,6,8,0,7.3,16,11,10,3,8,1
6292,634606,2021-04-05,2021,R,Final,Philadelphia Phillies,New York Mets,5,3,Citizens Bank Park,,,,,,29,5,7,1,0,0,3,3,8,0,36,3,10,0,0,0,3,4,11,0,8.3,10,3,3,4,11,0,7.3,7,5,2,3,8,0
6287,634612,2021-04-05,2021,R,Final,Texas Rangers,Toronto Blue Jays,2,6,Globe Life Field,,,,,,32,2,5,1,0,0,2,1,14,0,31,6,7,0,0,2,5,4,8,0,8.3,7,6,5,4,8,2,8.299999999999999,5,2,2,1,14,0
6288,634616,2021-04-05,2021,R,Final,Cleveland Guardians,Kansas City Royals,0,3,Progressive Field,,,,,,28,0,3,1,0,0,0,4,5,0,31,3,7,0,0,1,3,6,9,0,8.3,7,3,3,6,9,1,9.0,3,0,0,4,5,0
6312,634529,2021-04-06,2021,R,Final,San Diego Padres,San Francisco Giants,3,1,Petco Park,,,,,,29,3,8,0,0,1,3,2,5,1,29,1,3,0,0,1,1,1,11,1,9.0,3,1,1,1,11,1,7.3,8,3,3,2,5,1
6304,634530,2021-04-06,2021,R,Final,Cincinnati Reds,Pittsburgh Pirates,14,1,Great American Ball Park,,,,,,39,14,17,2,1,2,14,3,8,0,32,1,5,2,0,1,1,1,6,0,9.0,5,1,1,1,6,1,7.3,17,14,14,3,8,2
6308,634559,2021-04-06,2021,R,Final,Chicago Cubs,Milwaukee Brewers,0,4,Wrigley Field,,,,,,25,0,1,1,0,0,0,5,10,0,31,4,5,0,0,2,4,5,12,1,9.0,5,4,4,5,12,2,9.0,1,0,0,5,10,0
6302,634586,2021-04-06,2021,R,Final,Los Angeles Angels,Houston Astros,2,4,Angel Stadium,,,,,,32,2,7,1,0,1,2,1,6,1,34,4,7,1,0,3,4,2,15,0,9.0,7,4,4,2,15,3,9.0,7,2,2,1,6,1
6307,634590,2021-04-06,2021,R,Final,Boston Red Sox,Tampa Bay Rays,6,5,Fenway Park,,,,,,44,6,10,6,0,1,5,3,15,2,40,5,8,2,0,0,5,5,13,0,12.0,8,5,3,5,13,0,10.5,10,6,4,3,15,1
6305,634594,2021-04-06,2021,R,Final,Miami Marlins,St. Louis Cardinals,2,4,loanDepot park,,,,,,32,2,7,1,0,0,1,6,10,1,33,4,6,0,0,1,3,4,12,1,9.0,6,4,3,4,12,1,7.6000000000000005,7,2,1,6,10,0
6303,634599,2021-04-06,2021,R,Final,New York Yankees,Baltimore Orioles,7,2,Yankee Stadium,,,,,,34,7,11,3,0,2,6,5,6,0,34,2,7,2,0,1,2,0,14,1,9.0,7,2,2,0,14,1,8.0,11,7,7,5,6,2
6300,634603,2021-04-06,2021,R,Final,Detroit Tigers,Minnesota Twins,4,3,Comerica Park,,,,,,37,4,10,3,0,0,4,6,15,0,40,3,9,2,0,2,3,2,12,1,10.0,9,3,3,2,12,2,9.2,10,4,3,6,15,0
6306,634608,2021-04-06,2021,R,Final,Philadelphia Phillies,New York Mets,4,8,Citizens Bank Park,,,,,,37,4,10,2,0,1,3,3,8,0,31,8,5,2,0,2,7,8,7,2,8.3,5,8,8,8,7,2,9.0,10,4,3,3,8,1
6313,634609,2021-04-06,2021,R,Final,Seattle Mariners,Chicago White Sox,4,10,T-Mobile Park,,,,,,37,4,9,2,0,0,3,3,15,1,36,10,10,2,0,3,10,6,10,1,7.6000000000000005,10,10,10,6,10,3,8.299999999999999,9,4,4,3,15,0
6310,634619,2021-04-06,2021,R,Final,Colorado Rockies,Arizona Diamondbacks,8,10,Coors Field,,,,,,47,8,9,2,0,5,8,4,10,0,53,10,13,3,0,2,9,3,13,0,13.0,13,10,7,3,13,2,11.6,9,8,5,4,10,5
6301,634624,2021-04-06,2021,R,Final,Washington Nationals,Atlanta Braves,6,5,Nationals Park,,,,,,34,6,10,1,0,1,6,4,9,0,34,5,7,0,0,4,5,3,11,0,8.3,7,5,5,3,11,4,7.3,10,6,4,4,9,1
6311,634628,2021-04-06,2021,R,Final,Athletics,Los Angeles Dodgers,1,5,Oakland Coliseum,,,,,,32,1,5,3,0,0,1,2,10,2,36,5,11,2,0,3,5,2,7,2,9.0,11,5,5,2,7,3,9.0,5,1,1,2,10,0
6309,634635,2021-04-06,2021,R,Final,Texas Rangers,Toronto Blue Jays,7,4,Globe Life Field,,,,,,33,7,11,0,0,4,7,2,6,3,33,4,6,0,0,2,3,1,9,0,9.0,6,4,4,1,9,2,8.0,11,7,6,2,6,4
6314,634527,2021-04-07,2021,R,Final,Washington Nationals,Atlanta Braves,6,7,Nationals Park,,,,,,28,6,9,3,0,1,6,4,8,0,30,7,9,3,0,0,5,3,10,2,6.3,9,7,6,3,10,0,7.0,9,6,6,4,8,1
6327,634539,2021-04-07,2021,R,Final,New York Yankees,Baltimore Orioles,3,4,Yankee Stadium,,,,,,43,3,13,2,0,0,3,2,10,0,37,4,4,0,0,2,3,2,17,0,9.6,4,4,2,2,17,2,9.6,13,3,2,2,10,0
6328,634542,2021-04-07,2021,R,Final,Colorado Rockies,Arizona Diamondbacks,8,0,Coors Field,,,,,,33,8,10,3,2,0,7,4,10,3,31,0,5,2,0,0,0,2,4,0,9.0,5,0,0,2,4,0,8.0,10,8,8,4,10,0
6321,634549,2021-04-07,2021,R,Final,Chicago Cubs,Milwaukee Brewers,2,4,Wrigley Field,,,,,,33,2,3,0,0,1,2,4,12,0,38,4,8,1,0,2,4,1,10,2,9.3,8,4,3,1,10,2,9.3,3,2,1,4,12,1
6324,634563,2021-04-07,2021,R,Final,San Diego Padres,San Francisco Giants,2,3,Petco Park,,,,,,35,2,6,0,0,1,2,1,8,0,34,3,5,1,0,1,3,5,14,2,10.0,5,3,2,5,14,1,10.0,6,2,2,1,8,1
6322,634567,2021-04-07,2021,R,Final,Athletics,Los Angeles Dodgers,4,3,Oakland Coliseum,,,,,,31,4,5,0,0,1,3,5,11,2,38,3,8,2,0,0,3,7,11,0,9.299999999999999,8,3,3,7,11,0,8.4,5,4,3,5,11,1
6316,634570,2021-04-07,2021,R,Final,Cincinnati Reds,Pittsburgh Pirates,11,4,Great American Ball Park,,,,,,31,11,10,3,0,4,10,5,9,0,33,4,7,3,0,1,4,2,9,0,9.0,7,4,4,2,9,1,8.0,10,11,9,5,9,4
6320,634583,2021-04-07,2021,R,Final,Texas Rangers,Toronto Blue Jays,2,1,Globe Life Field,,,,,,32,2,8,1,0,1,2,0,8,1,35,1,9,2,0,1,1,1,12,0,9.0,9,1,1,1,12,1,7.3,8,2,2,0,8,1
6326,634585,2021-04-07,2021,R,Final,Miami Marlins,St. Louis Cardinals,0,7,loanDepot park,,,,,,29,0,3,1,0,0,0,5,9,0,34,7,8,0,0,2,7,4,9,1,7.6000000000000005,8,7,7,4,9,2,9.0,3,0,0,5,9,0
6317,634589,2021-04-07,2021,R,Final,Cleveland Guardians,Kansas City Royals,4,2,Progressive Field,,,,,,31,4,8,0,0,2,4,3,11,0,31,2,4,0,0,1,2,4,14,0,8.299999999999999,4,2,2,4,14,1,7.3,8,4,4,3,11,2
6325,634592,2021-04-07,2021,R,Final,Seattle Mariners,Chicago White Sox,8,4,T-Mobile Park,,,,,,32,8,9,1,0,0,8,4,7,0,30,4,6,2,0,0,4,10,8,3,8.3,6,4,4,10,8,0,7.3,9,8,8,4,7,0
6315,634595,2021-04-07,2021,R,Final,Washington Nationals,Atlanta Braves,0,2,Nationals Park,,,,,,22,0,2,1,0,0,0,3,8,2,24,2,3,0,0,1,2,3,8,1,7.0,3,2,2,3,8,1,7.0,2,0,0,3,8,0
6319,634598,2021-04-07,2021,R,Final,Detroit Tigers,Minnesota Twins,2,3,Comerica Park,,,,,,31,2,8,1,1,1,2,1,10,0,31,3,7,2,0,0,3,0,11,0,9.0,7,3,3,0,11,0,9.0,8,2,2,1,10,1
6323,634626,2021-04-07,2021,R,Final,Philadelphia Phillies,New York Mets,8,2,Citizens Bank Park,,,,,,33,8,9,3,1,3,8,3,10,4,38,2,11,2,1,0,1,3,9,0,8.3,11,2,2,3,9,0,8.0,9,8,8,3,10,3
6318,634641,2021-04-07,2021,R,Final,Boston Red Sox,Tampa Bay Rays,9,2,Fenway Park,,,,,,35,9,13,2,0,1,7,1,4,0,31,2,5,3,0,0,2,4,8,0,9.0,5,2,2,4,8,0,8.0,13,9,6,1,4,1
6331,634544,2021-04-08,2021,R,Final,Baltimore Orioles,Boston Red Sox,3,7,Oriole Park at Camden Yards,,,,,,33,3,5,0,0,2,3,1,14,0,38,7,12,5,0,2,7,3,10,2,8.3,12,7,7,3,10,2,9.0,5,3,3,1,14,2
6336,634545,2021-04-08,2021,R,Final,Toronto Blue Jays,Los Angeles Angels,5,7,TD Ballpark,,,,,,39,5,7,1,0,2,5,3,14,1,43,7,11,4,0,1,7,3,11,1,9.6,11,7,6,3,11,1,10.299999999999999,7,5,5,3,14,2
6337,634546,2021-04-08,2021,R,Final,Houston Astros,Athletics,6,2,Minute Maid Park,,,,,,33,6,8,3,0,3,6,1,5,1,33,2,6,2,0,0,2,4,10,0,8.3,6,2,2,4,10,0,7.3,8,6,6,1,5,3
6333,634550,2021-04-08,2021,R,Final,Minnesota Twins,Seattle Mariners,10,2,Target Field,,,,,,39,10,16,6,0,3,10,3,11,0,32,2,7,1,0,1,2,4,10,0,8.3,7,2,2,4,10,1,7.3,16,10,10,3,11,3
6330,634555,2021-04-08,2021,R,Final,Pittsburgh Pirates,Chicago Cubs,2,4,PNC Park,,,,,,32,2,7,2,0,0,2,6,10,0,35,4,11,1,0,3,4,1,7,1,7.6,11,4,4,1,7,3,8.3,7,2,2,6,10,0
6332,634564,2021-04-08,2021,R,Final,Colorado Rockies,Arizona Diamondbacks,7,3,Coors Field,,,,,,35,7,10,2,1,1,7,0,3,1,31,3,5,1,1,1,3,6,7,1,7.6000000000000005,5,3,3,6,7,1,8.0,10,7,6,0,3,1
6334,634565,2021-04-08,2021,R,Final,Chicago White Sox,Kansas City Royals,6,0,Guaranteed Rate Field,,,,,,31,6,10,1,0,2,6,5,5,0,32,0,5,0,0,0,0,0,11,0,9.0,5,0,0,0,11,0,6.6,10,6,6,5,5,2
6335,634568,2021-04-08,2021,R,Final,St. Louis Cardinals,Milwaukee Brewers,3,1,Busch Stadium,,,,,,29,3,5,1,1,1,3,2,12,0,33,1,6,1,0,0,0,3,11,0,9.0,6,1,1,3,11,0,8.0,5,3,3,2,12,1
6329,634584,2021-04-08,2021,R,Final,New York Mets,Miami Marlins,3,2,Citi Field,,,,,,29,3,7,2,0,1,3,7,6,0,31,2,5,1,0,0,2,3,7,0,9.0,5,2,2,3,7,0,7.3999999999999995,7,3,3,7,6,1
6344,634478,2021-04-09,2021,R,Final,Texas Rangers,San Diego Padres,0,3,Globe Life Field,,,,,,27,0,0,0,0,0,0,0,10,0,33,3,8,3,0,0,2,2,9,0,9.0,8,3,2,2,9,0,9.0,0,0,0,0,10,0
6340,634494,2021-04-09,2021,R,Final,San Francisco Giants,Colorado Rockies,3,1,Oracle Park,,,,,,28,3,5,1,0,0,3,7,7,0,29,1,4,0,1,0,1,1,8,0,8.299999999999999,4,1,1,1,8,0,6.6,5,3,3,7,7,0
6338,634499,2021-04-09,2021,R,Final,Tampa Bay Rays,New York Yankees,10,5,Tropicana Field,,,,,,35,10,13,6,0,1,10,3,11,1,33,5,7,1,0,2,5,1,10,0,9.0,7,5,5,1,10,2,7.3,13,10,8,3,11,1
6342,634505,2021-04-09,2021,R,Final,Cleveland Guardians,Detroit Tigers,4,1,Progressive Field,,,,,,32,4,7,0,0,2,4,0,10,0,30,1,4,0,0,1,1,1,10,0,9.0,4,1,1,1,10,1,7.300000000000001,7,4,4,0,10,2
6341,634512,2021-04-09,2021,R,Final,Toronto Blue Jays,Los Angeles Angels,1,7,TD Ballpark,,,,,,32,1,5,1,0,0,0,4,12,0,36,7,9,2,0,2,6,5,7,0,8.3,9,7,3,5,7,2,8.3,5,1,1,4,12,0
6339,634533,2021-04-09,2021,R,Final,Los Angeles Dodgers,Washington Nationals,1,0,Dodger Stadium,,,,,,27,1,4,1,0,1,1,2,6,0,33,0,8,1,0,0,0,1,10,0,9.0,8,0,0,1,10,0,8.0,4,1,1,2,6,1
6343,634534,2021-04-09,2021,R,Final,Atlanta Braves,Philadelphia Phillies,8,1,Truist Park,,,,,,35,8,12,3,0,3,8,5,7,0,32,1,6,0,0,0,1,2,10,0,9.0,6,1,1,2,10,0,7.300000000000001,12,8,7,5,7,3
6345,634537,2021-04-09,2021,R,Final,Houston Astros,Athletics,2,6,Minute Maid Park,,,,,,34,2,8,1,0,0,2,3,6,0,33,6,7,0,0,3,6,4,9,0,8.3,7,6,6,4,9,3,9.0,8,2,2,3,6,0
