42716|6|force_out|663993|594835|Nathaniel Lowe grounds into a force out, fielded by shortstop J. P. Crawford. Adolis Garcia out at 2nd.
30911|44|grounded_into_double_play|545358|607237|Max Stassi grounds into a double play, second baseman Whit Merrifield to shortstop Nicky Lopez to first baseman Nick Pratto. Luis Rengifo out at 2nd. Max Stassi out at 1st.
33839|70|single|665487|670950|Fernando Tatis Jr. singles on a soft ground ball to center fielder Kevin Kiermaier. Ha-Seong Kim to 2nd.
33870|18|field_out|663656|676664|Kyle Tucker flies out to center fielder JJ Bleday.
22482|7|field_out|621466|666159|DJ Stewart grounds out sharply, second baseman Willi Castro to first baseman Renato Nunez.
42862|7|field_out|621466|666159|DJ Stewart grounds out sharply, second baseman Willi Castro to first baseman Renato Nunez.
33930|19|field_out|665926|679525|Andres Gimenez grounds out, second baseman Michael Massey to first baseman Nick Pratto. Steven Kwan to 3rd.
22567|45|single|669016|669373|Brandon Marsh singles on a line drive to right fielder Robbie Grossman. Jo Adell to 2nd.
42947|45|single|669016|669373|Brandon Marsh singles on a line drive to right fielder Robbie Grossman. Jo Adell to 2nd.
22608|26|field_out|595978|672282|Austin Hedges pops out to second baseman David Fletcher.
42988|26|field_out|595978|672282|Austin Hedges pops out to second baseman David Fletcher.
31143|5|force_out|578428|641712|Jose Iglesias grounds into a force out, shortstop Paul DeJong to second baseman Nolan Gorman. Charlie Blackmon out at 2nd. Jose Iglesias to 1st.
43013|50|single|673357|643256|Luis Robert singles on a ground ball to second baseman Marcus Semien.
22633|50|single|673357|643256|Luis Robert singles on a ground ball to second baseman Marcus Semien.
39868|15|field_out|457705|434378|Andrew McCutchen flies out to center fielder Jung Hoo Lee.
22733|59|field_out|624585|608349|Jorge Soler out. Jorge Soler out at 1st. Jorge Soler out on batter interference.
43113|59|field_out|624585|608349|Jorge Soler out. Jorge Soler out at 1st. Jorge Soler out on batter interference.
39961|30|double|592663|671096|J.T. Realmuto doubles (22) on a sharp line drive to center fielder TJ Friedl, deflected by right fielder Noelvi Marte.
31291|0|double|502054|665152|Tommy Pham doubles (19) on a sharp line drive to left fielder Kyle Stowers.
31291|71|field_out|624414|642585|Christian Arroyo grounds out, third baseman Tyler Nevin to first baseman Ryan Mountcastle.
37196|19|grounded_into_double_play|641658|542881|Garrett Hampson grounds into a double play, third baseman Anthony Rendon to second baseman Jack López to first baseman Nolan Schanuel. Dairon Blanco out at 2nd. Garrett Hampson out at 1st.
31415|63|field_out|545121|656657|Ildemaro Vargas flies out to left fielder Tony Kemp.
43308|7|force_out|543543|592716|Brad Miller grounds into a force out, third baseman Patrick Wisdom to shortstop Sergio Alcantara. Andrew McCutchen out at 2nd.
22928|7|force_out|543543|592716|Brad Miller grounds into a force out, third baseman Patrick Wisdom to shortstop Sergio Alcantara. Andrew McCutchen out at 2nd.
37262|63|field_out|660821|657240|Jesús Sánchez out to catcher Miguel Amaya. Jesús Sánchez out at 1st.
43401|56|grounded_into_double_play|570731|605240|Jonathan Schoop grounds into a double play, shortstop Tim Anderson to second baseman Cesar Hernandez to first baseman Jose Abreu. Akil Baddoo out at 2nd. Jonathan Schoop out at 1st.
23021|56|grounded_into_double_play|570731|605240|Jonathan Schoop grounds into a double play, shortstop Tim Anderson to second baseman Cesar Hernandez to first baseman Jose Abreu. Akil Baddoo out at 2nd. Jonathan Schoop out at 1st.
43419|66|single|570482|607359|Rangers challenged (tag play), call on the field was upheld: Gio Urshela singles on a ground ball to second baseman Yonny Hernandez. Gleyber Torres scores. Fielding error by second baseman Yonny Hernandez.
23039|66|single|570482|607359|Rangers challenged (tag play), call on the field was upheld: Gio Urshela singles on a ground ball to second baseman Yonny Hernandez. Gleyber Torres scores. Fielding error by second baseman Yonny Hernandez.
31610|24|field_out|623520|592866|David Bote out to catcher Tomas Nido. David Bote out on batter interference.
34551|17|single|595777|641585|Jurickson Profar singles on a line drive to right fielder Kyle Tucker. Ha-Seong Kim to 3rd.
40517|47|field_out|502671|608650|Paul Goldschmidt grounds out softly, shortstop Gunnar Henderson to first baseman Coby Mayo.
31837|15|field_out|663478|605164|Brendon Davis flies out to center fielder Mark Contreras.
31895|53|triple|666176|650204|Jo Adell triples (2) on a sharp line drive to center fielder Cristian Pache, deflected by right fielder Conner Capel.
35150|5|field_out|547957|656302|Hyun Soo Kim flies out to left fielder Jurickson Profar.
35150|7|home_run|673490|823583|Ha-Seong Kim hits a home run (1). Manny Machado scores.
35150|8|field_out|595777|823583|Jurickson Profar pops out to second baseman Min Jae Shin.
35150|16|field_out|593428|823583|Xander Bogaerts flies out to center fielder Hae-Min Park.
35150|17|single|665487|823583|Fernando Tatis Jr. singles on a ground ball to center fielder Hae-Min Park.
35150|20|field_out|823596|663362|Sung Ju Moon flies out to left fielder Jurickson Profar.
35150|21|field_out|823593|663362|Min Jae Shin lines out to first baseman Jake Cronenworth.
41333|43|force_out|665489|593958|Vladimir Guerrero Jr. grounds into a force out, shortstop Xander Bogaerts to second baseman Christian Arroyo. Bo Bichette out at 2nd.
41360|52|grounded_into_double_play|622110|543507|Matt Duffy grounds into a double play, shortstop Francisco Lindor to second baseman Jonathan Villar to first baseman Pete Alonso. Javier Baez out at 2nd. Matt Duffy out at 1st.
41366|29|field_out|670032|663554|Nicky Lopez grounds out, second baseman Zack Short to first baseman Jonathan Schoop. Andrew Benintendi scores. Michael A. Taylor to 2nd.
41484|13|field_out|666185|502239|Dylan Carlson bunt grounds out, pitcher Trevor Cahill to first baseman Colin Moran.
41499|68|field_out|628711|519455|Julio Urias flies out to right fielder Avisail Garcia.
41518|7|double|621453|608566|Steven Duggar doubles (2) on a line drive to center fielder Garrett Hampson. Brandon Crawford scores. Jason Vosler to 3rd.
