game_id,at_bat_index,event_type,batter_id,pitcher_id,event_description,coord_x,coord_y,savant_url
35150,8,field_out,595777,823583,Jurickson Profar pops out to second baseman Min Jae Shin.,,,https://baseballsavant.mlb.com/savant-player/595777?stats=statcast-r-hitting-mlb&season=2035
35150,16,field_out,593428,823583,Xander Bogaerts flies out to center fielder Hae-Min Park.,,,https://baseballsavant.mlb.com/savant-player/593428?stats=statcast-r-hitting-mlb&season=2035
35150,17,single,665487,823583,Fernando Tatis Jr. singles on a ground ball to center fielder Hae-Min Park.,,,https://baseballsavant.mlb.com/savant-player/665487?stats=statcast-r-hitting-mlb&season=2035
35150,20,field_out,823596,663362,Sung Ju Moon flies out to left fielder Jurickson Profar.,,,https://baseballsavant.mlb.com/savant-player/823596?stats=statcast-r-hitting-mlb&season=2035
35150,21,field_out,823593,663362,Min Jae Shin lines out to first baseman Jake Cronenworth.,,,https://baseballsavant.mlb.com/savant-player/823593?stats=statcast-r-hitting-mlb&season=2035
41333,43,force_out,665489,593958,"Vladimir Guerrero Jr. grounds into a force out, shortstop Xander Bogaerts to second baseman Christian Arroyo. Bo Bichette out at 2nd.",,,https://baseballsavant.mlb.com/savant-player/665489?stats=statcast-r-hitting-mlb&season=2041
41360,52,grounded_into_double_play,622110,543507,"Matt Duffy grounds into a double play, shortstop Francisco Lindor to second baseman Jonathan Villar to first baseman Pete Alonso. Javier Baez out at 2nd. Matt Duffy out at 1st.",,,https://baseballsavant.mlb.com/savant-player/622110?stats=statcast-r-hitting-mlb&season=2041
41366,29,field_out,670032,663554,"Nicky Lopez grounds out, second baseman Zack Short to first baseman Jonathan Schoop. Andrew Benintendi scores. Michael A. Taylor to 2nd.",,,https://baseballsavant.mlb.com/savant-player/670032?stats=statcast-r-hitting-mlb&season=2041
41484,13,field_out,666185,502239,"Dylan Carlson bunt grounds out, pitcher Trevor Cahill to first baseman Colin Moran.",,,https://baseballsavant.mlb.com/savant-player/666185?stats=statcast-r-hitting-mlb&season=2041
41499,68,field_out,628711,519455,Julio Urias flies out to right fielder Avisail Garcia.,,,https://baseballsavant.mlb.com/savant-player/628711?stats=statcast-r-hitting-mlb&season=2041
41518,7,double,621453,608566,Steven Duggar doubles (2) on a line drive to center fielder Garrett Hampson. Brandon Crawford scores. Jason Vosler to 3rd.,,,https://baseballsavant.mlb.com/savant-player/621453?stats=statcast-r-hitting-mlb&season=2041
