135.85|17.31|home_run
157.74|40.43|home_run
199.66|82.82|home_run
228.87|92.68|home_run
228.35|63.27|home_run
46.6|75.82|home_run
160.79|33.5|home_run
131.23|21.98|home_run
184.76|50.85|home_run
53.27|63.55|home_run
211.64|81.54|home_run
45.88|74.33|home_run
165.04|39.73|home_run
229.2|53.16|home_run
180.32|35.36|home_run
91.63|33.68|home_run
97.31|32.81|home_run
188.03|44.99|home_run
120.77|31.59|home_run
191.18|47.57|home_run
187.93|27.82|home_run
194.51|33.07|home_run
126.41|34.95|home_run
143.48|25.07|home_run
212.36|85.41|home_run
66.2|48.29|home_run
162.9|43.05|home_run
